PeakID (cmd=annotatePeaks.pl overlapped_H3K9me3.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K9me3_i71_peak_3942	chr5	142050202	142052395	+	66	NA	intron (ENSMUST00000085774.10, intron 22 of 44)	-intron (ENSMUST00000074546.6, intron 18 of 40)	194511	ENSMUST00000074546.6	ENSMUST00000074546	ENSMUST00000074546						NA
H3K9me3_i71_peak_2343	chr17	94878733	94879595	+	66	NA	TTS (ENSMUST00000234295.1)	-TTS (ENSMUST00000234295.1)	5178	ENSMUST00000108007.4	ENSMUST00000108007	ENSMUST00000108007						NA
H3K9me3_i71_peak_1244	chr13	21519792	21520789	+	66	NA	exon (ENSMUST00000045228.11, exon 6 of 6)	-exon (ENSMUST00000045228.11, exon 6 of 6)	6732	ENSMUST00000224362.1	ENSMUST00000224362	ENSMUST00000224362						NA
H3K9me3_i71_peak_4028	chr6	37173840	37174101	+	66	NA	intron (ENSMUST00000150300.8, intron 1 of 32)	-intron (ENSMUST00000042075.7, intron 2 of 32)	-109460	ENSMUST00000146656.1	ENSMUST00000146656	ENSMUST00000146656						NA
H3K9me3_i71_peak_3820	chr5	109780308	109780745	+	66	NA	intron (ENSMUST00000196262.1, intron 1 of 1)	-intron (ENSMUST00000196262.1, intron 1 of 1)	15772	ENSMUST00000196262.1	ENSMUST00000196262	ENSMUST00000196262						NA
H3K9me3_i71_peak_1920	chr16	98008133	98008400	+	66	NA	promoter-TSS (ENSMUST00000113729.2)	-promoter-TSS (ENSMUST00000113729.2)	-363	ENSMUST00000113729.2	ENSMUST00000113729	ENSMUST00000113729						NA
H3K9me3_i71_peak_5262	chrY	90741265	90741642	+	66	NA	Intergenic	Intergenic	-11604	ENSMUST00000167967.3	ENSMUST00000167967	ENSMUST00000167967						NA
H3K9me3_i71_peak_2048	chr17	21991435	21991753	+	65	NA	exon (ENSMUST00000153985.7, exon 3 of 3)	-exon (ENSMUST00000153985.7, exon 3 of 3)	16005	ENSMUST00000075018.4	ENSMUST00000075018	ENSMUST00000075018						NA
H3K9me3_i71_peak_1673	chr15	5713155	5713560	+	65	NA	promoter-TSS (ENSMUST00000226984.1)	-promoter-TSS (ENSMUST00000226984.1)	-677	ENSMUST00000226984.1	ENSMUST00000226984	ENSMUST00000226984						NA
H3K9me3_i71_peak_2840	chr2	127568730	127569707	+	65	NA	exon (ENSMUST00000121178.1, exon 1 of 1)	-exon (ENSMUST00000121178.1, exon 1 of 1)	208	ENSMUST00000121178.1	ENSMUST00000121178	ENSMUST00000121178						NA
H3K9me3_i71_peak_2936-2	chr2	165379615	165381641	+	65	NA	exon (ENSMUST00000103084.3, exon 5 of 5)	-exon (ENSMUST00000103084.3, exon 5 of 5)	7631	ENSMUST00000103084.3	ENSMUST00000103084	ENSMUST00000103084						NA
H3K9me3_i71_peak_4016	chr6	23719027	23719418	+	65	NA	intron (ENSMUST00000166458.8, intron 2 of 29)	-intron (ENSMUST00000018122.13, intron 1 of 29)	-64086	ENSMUST00000104979.1	ENSMUST00000104979	ENSMUST00000104979						NA
H3K9me3_i71_peak_320	chr1	181787524	181788112	+	65	NA	intron (ENSMUST00000238412.2, intron 74 of 84)	-intron (ENSMUST00000208001.1, intron 73 of 83)	-18183	ENSMUST00000195458.1	ENSMUST00000195458	ENSMUST00000195458						NA
H3K9me3_i71_peak_2936	chr2	165379615	165381641	+	65	NA	exon (ENSMUST00000103084.3, exon 5 of 5)	-exon (ENSMUST00000103084.3, exon 5 of 5)	7631	ENSMUST00000103084.3	ENSMUST00000103084	ENSMUST00000103084						NA
H3K9me3_i71_peak_179	chr1	104407903	104408353	+	65	NA	Intergenic	Intergenic	63288	ENSMUST00000190187.1	ENSMUST00000190187	ENSMUST00000190187						NA
H3K9me3_i71_peak_3347	chr4	137093156	137093722	+	65	NA	Intergenic	Intergenic	24143	ENSMUST00000132824.1	ENSMUST00000132824	ENSMUST00000132824						NA
H3K9me3_i71_peak_1382	chr13	65266850	65267597	+	65	NA	Intergenic	Intergenic	-2345	ENSMUST00000222969.1	ENSMUST00000222969	ENSMUST00000222969						NA
H3K9me3_i71_peak_5177	chr9	122909218	122909478	+	65	NA	exon (ENSMUST00000214957.1, exon 3 of 3)	-exon (ENSMUST00000214957.1, exon 3 of 3)	357	ENSMUST00000216462.1	ENSMUST00000216462	ENSMUST00000216462						NA
H3K9me3_i71_peak_3164	chr3	106195568	106195824	+	65	NA	Intergenic	Intergenic	14820	ENSMUST00000196128.1	ENSMUST00000196128	ENSMUST00000196128						NA
H3K9me3_i71_peak_4361	chr7	30146378	30147966	+	65	NA	Intergenic	Intergenic	-4669	ENSMUST00000209150.1	ENSMUST00000209150	ENSMUST00000209150						NA
H3K9me3_i71_peak_3282	chr4	62191337	62192327	+	65	NA	exon (ENSMUST00000068822.3, exon 4 of 4)	-exon (ENSMUST00000068822.3, exon 4 of 4)	16057	ENSMUST00000220873.1	ENSMUST00000220873	ENSMUST00000220873						NA
H3K9me3_i71_peak_1425	chr13	67039904	67040171	+	65	NA	exon (ENSMUST00000167565.2, exon 4 of 4)	-exon (ENSMUST00000167565.2, exon 4 of 4)	-7629	ENSMUST00000224483.1	ENSMUST00000224483	ENSMUST00000224483						NA
H3K9me3_i71_peak_4363	chr7	30151491	30153346	+	65	NA	exon (ENSMUST00000209150.1, exon 1 of 1)	-exon (ENSMUST00000209150.1, exon 1 of 1)	577	ENSMUST00000209150.1	ENSMUST00000209150	ENSMUST00000209150						NA
H3K9me3_i71_peak_4585	chr7	128484037	128485368	+	65	NA	Intergenic	Intergenic	-6564	ENSMUST00000175384.1	ENSMUST00000175384	ENSMUST00000175384						NA
H3K9me3_i71_peak_1793	chr15	97557866	97558516	+	65	NA	promoter-TSS (ENSMUST00000230522.1)	-promoter-TSS (ENSMUST00000230522.1)	99	ENSMUST00000230522.1	ENSMUST00000230522	ENSMUST00000230522						NA
H3K9me3_i71_peak_4980	chr9	19484222	19484869	+	64	NA	Intergenic	Intergenic	-6297	ENSMUST00000077347.2	ENSMUST00000077347	ENSMUST00000077347						NA
H3K9me3_i71_peak_4930	chr8	129288350	129289034	+	64	NA	Intergenic	Intergenic	25044	ENSMUST00000212145.1	ENSMUST00000212145	ENSMUST00000212145						NA
H3K9me3_i71_peak_4551	chr7	84900399	84900795	+	64	NA	Intergenic	Intergenic	-12478	ENSMUST00000216184.1	ENSMUST00000216184	ENSMUST00000216184						NA
H3K9me3_i71_peak_4934	chr9	3007099	3007443	+	64	NA	TTS (ENSMUST00000179881.1)	-TTS (ENSMUST00000179881.1)	2112	ENSMUST00000179881.1	ENSMUST00000179881	ENSMUST00000179881						NA
H3K9me3_i71_peak_3039	chr3	19118527	19118931	+	64	NA	Intergenic	Intergenic	25170	ENSMUST00000193065.1	ENSMUST00000193065	ENSMUST00000193065						NA
H3K9me3_i71_peak_901	chr11	120758309	120758517	+	64	NA	Intergenic	Intergenic	-4381	ENSMUST00000105046.3	ENSMUST00000105046	ENSMUST00000105046						NA
H3K9me3_i71_peak_5002	chr9	22200202	22200923	+	64	NA	TTS (ENSMUST00000091508.4)	-TTS (ENSMUST00000091508.4)	3495	ENSMUST00000091508.4	ENSMUST00000091508	ENSMUST00000091508						NA
H3K9me3_i71_peak_2928	chr2	156832701	156833809	+	64	NA	exon (ENSMUST00000137463.7, exon 4 of 4)	-exon (ENSMUST00000137463.7, exon 4 of 4)	6545	ENSMUST00000134838.1	ENSMUST00000134838	ENSMUST00000134838						NA
H3K9me3_i71_peak_2815	chr2	94590794	94591488	+	64	NA	exon (ENSMUST00000120767.1, exon 1 of 1)	-exon (ENSMUST00000120767.1, exon 1 of 1)	280	ENSMUST00000120767.1	ENSMUST00000120767	ENSMUST00000120767						NA
H3K9me3_i71_peak_1712	chr15	33577327	33577596	+	64	NA	intron (ENSMUST00000228916.1, intron 8 of 8)	-intron (ENSMUST00000042167.9, intron 7 of 7)	12275	ENSMUST00000157437.1	ENSMUST00000157437	ENSMUST00000157437						NA
H3K9me3_i71_peak_5	chr1	4987398	4988173	+	63	NA	intron (ENSMUST00000147158.1, intron 1 of 3)	-intron (ENSMUST00000002533.14, intron 1 of 4)	16928	ENSMUST00000144339.1	ENSMUST00000144339	ENSMUST00000144339						NA
H3K9me3_i71_peak_3925	chr5	138594220	138594861	+	63	NA	Intergenic	Intergenic	-12159	ENSMUST00000175175.1	ENSMUST00000175175	ENSMUST00000175175						NA
H3K9me3_i71_peak_2075	chr17	22293205	22293515	+	63	NA	intron (ENSMUST00000233465.1, intron 3 of 5)	-intron (ENSMUST00000233465.1, intron 3 of 5)	21477	ENSMUST00000233465.1	ENSMUST00000233465	ENSMUST00000233465						NA
H3K9me3_i71_peak_3816	chr5	109774790	109775226	+	63	NA	intron (ENSMUST00000196262.1, intron 1 of 1)	-intron (ENSMUST00000196262.1, intron 1 of 1)	-17121	ENSMUST00000061226.5	ENSMUST00000061226	ENSMUST00000061226						NA
H3K9me3_i71_peak_1460	chr13	67629390	67630278	+	63	NA	intron (ENSMUST00000012314.9, intron 1 of 3)	-intron (ENSMUST00000012314.9, intron 1 of 3)	-2545	ENSMUST00000225608.1	ENSMUST00000225608	ENSMUST00000225608						NA
H3K9me3_i71_peak_1190	chr12	112021719	112025446	+	63	NA	intron (ENSMUST00000194800.1, intron 4 of 5)	-intron (ENSMUST00000079009.10, intron 14 of 35)	-2521	ENSMUST00000193586.1	ENSMUST00000193586	ENSMUST00000193586						NA
H3K9me3_i71_peak_4403	chr7	39471817	39472457	+	63	NA	intron (ENSMUST00000186855.5, intron 4 of 5)	-intron (ENSMUST00000061201.11, intron 2 of 2)	12321	ENSMUST00000061201.11	ENSMUST00000061201	ENSMUST00000061201						NA
H3K9me3_i71_peak_1831	chr16	13553688	13554080	+	63	NA	intron (ENSMUST00000231003.1, intron 23 of 23)	-intron (ENSMUST00000058884.9, intron 22 of 23)	-22333	ENSMUST00000104300.1	ENSMUST00000104300	ENSMUST00000104300						NA
H3K9me3_i71_peak_788	chr11	50906996	50907615	+	63	NA	intron (ENSMUST00000151027.1, intron 4 of 4)	-intron (ENSMUST00000109128.7, intron 4 of 6)	3505	ENSMUST00000109129.7	ENSMUST00000109129	ENSMUST00000109129						NA
H3K9me3_i71_peak_4791	chr8	85151703	85153402	+	63	NA	intron (ENSMUST00000211617.1, intron 1 of 1)	-intron (ENSMUST00000211617.1, intron 1 of 1)	628	ENSMUST00000211617.1	ENSMUST00000211617	ENSMUST00000211617						NA
H3K9me3_i71_peak_1190-2	chr12	112021719	112025446	+	63	NA	intron (ENSMUST00000194800.1, intron 4 of 5)	-intron (ENSMUST00000079009.10, intron 14 of 35)	-2521	ENSMUST00000193586.1	ENSMUST00000193586	ENSMUST00000193586						NA
H3K9me3_i71_peak_784	chr11	50898657	50899013	+	63	NA	TTS (ENSMUST00000109128.7)	-TTS (ENSMUST00000109128.7)	-11184	ENSMUST00000125749.1	ENSMUST00000125749	ENSMUST00000125749						NA
H3K9me3_i71_peak_4231	chr7	12853222	12853847	+	62	NA	Intergenic	Intergenic	15049	ENSMUST00000210319.1	ENSMUST00000210319	ENSMUST00000210319						NA
H3K9me3_i71_peak_1229	chr13	12927301	12928968	+	62	NA	Intergenic	Intergenic	-10169	ENSMUST00000222079.1	ENSMUST00000222079	ENSMUST00000222079						NA
H3K9me3_i71_peak_1155	chr12	94314808	94315140	+	62	NA	Intergenic	Intergenic	-255273	ENSMUST00000222410.1	ENSMUST00000222410	ENSMUST00000222410						NA
H3K9me3_i71_peak_774	chr11	50832940	50833518	+	62	NA	exon (ENSMUST00000049625.1, exon 5 of 5)	-exon (ENSMUST00000049625.1, exon 5 of 5)	-5505	ENSMUST00000136333.1	ENSMUST00000136333	ENSMUST00000136333						NA
H3K9me3_i71_peak_214	chr1	118152199	118152515	+	62	NA	Intergenic	Intergenic	-24185	ENSMUST00000186264.1	ENSMUST00000186264	ENSMUST00000186264						NA
H3K9me3_i71_peak_3204	chr3	138297691	138298106	+	62	NA	intron (ENSMUST00000160080.1, intron 2 of 2)	-intron (ENSMUST00000160080.1, intron 2 of 2)	9124	ENSMUST00000160080.1	ENSMUST00000160080	ENSMUST00000160080						NA
H3K9me3_i71_peak_1829	chr16	13550602	13551916	+	62	NA	intron (ENSMUST00000231003.1, intron 23 of 23)	-intron (ENSMUST00000058884.9, intron 22 of 23)	-19708	ENSMUST00000104300.1	ENSMUST00000104300	ENSMUST00000104300						NA
H3K9me3_i71_peak_3373	chr4	145446404	145446732	+	62	NA	promoter-TSS (ENSMUST00000120870.1)	-promoter-TSS (ENSMUST00000120870.1)	-172	ENSMUST00000120870.1	ENSMUST00000120870	ENSMUST00000120870						NA
H3K9me3_i71_peak_34	chr1	8710647	8711074	+	62	NA	intron (ENSMUST00000144593.7, intron 5 of 8)	-intron (ENSMUST00000115488.2, intron 2 of 16)	-66001	ENSMUST00000193281.1	ENSMUST00000193281	ENSMUST00000193281						NA
H3K9me3_i71_peak_4656	chr8	37117162	37117719	+	62	NA	intron (ENSMUST00000211374.1, intron 1 of 3)	-intron (ENSMUST00000211374.1, intron 1 of 3)	13574	ENSMUST00000210149.1	ENSMUST00000210149	ENSMUST00000210149						NA
H3K9me3_i71_peak_290	chr1	173577899	173578428	+	62	NA	intron (ENSMUST00000179648.1, intron 1 of 4)	-intron (ENSMUST00000150649.8, intron 5 of 6)	2190	ENSMUST00000178186.7	ENSMUST00000178186	ENSMUST00000178186						NA
H3K9me3_i71_peak_1196	chr12	112445922	112446574	+	62	NA	Intergenic	Intergenic	-10910	ENSMUST00000223085.1	ENSMUST00000223085	ENSMUST00000223085						NA
H3K9me3_i71_peak_1970	chr17	17017891	17018865	+	62	NA	Intergenic	Intergenic	45468	ENSMUST00000071374.5	ENSMUST00000071374	ENSMUST00000071374						NA
H3K9me3_i71_peak_4633	chr8	14453326	14453570	+	62	NA	intron (ENSMUST00000141214.7, intron 1 of 10)	-intron (ENSMUST00000043279.8, intron 2 of 14)	71452	ENSMUST00000141214.7	ENSMUST00000141214	ENSMUST00000141214						NA
H3K9me3_i71_peak_3359	chr4	143293252	143293509	+	61	NA	intron (ENSMUST00000119654.1, intron 1 of 4)	-intron (ENSMUST00000030317.13, intron 1 of 5)	6083	ENSMUST00000119654.1	ENSMUST00000119654	ENSMUST00000119654						NA
H3K9me3_i71_peak_2247	chr17	74990237	74990919	+	61	NA	Intergenic	Intergenic	-14990	ENSMUST00000234490.1	ENSMUST00000234490	ENSMUST00000234490						NA
H3K9me3_i71_peak_2863	chr2	150113127	150113715	+	61	NA	TTS (ENSMUST00000089207.12)	-TTS (ENSMUST00000089207.12)	-1845	ENSMUST00000119999.1	ENSMUST00000119999	ENSMUST00000119999						NA
H3K9me3_i71_peak_2445	chr18	36968690	36969991	+	61	NA	promoter-TSS (ENSMUST00000194544.1)	-promoter-TSS (ENSMUST00000194544.1)	-576	ENSMUST00000194544.1	ENSMUST00000194544	ENSMUST00000194544						NA
H3K9me3_i71_peak_1492	chr13	74436555	74437422	+	61	NA	intron (ENSMUST00000223312.1, intron 3 of 3)	-intron (ENSMUST00000099446.4, intron 3 of 3)	1861	ENSMUST00000222130.1	ENSMUST00000222130	ENSMUST00000222130						NA
H3K9me3_i71_peak_3114	chr3	67425832	67426297	+	61	NA	Intergenic	Intergenic	-4032	ENSMUST00000077271.8	ENSMUST00000077271	ENSMUST00000077271						NA
H3K9me3_i71_peak_4720	chr8	69227853	69228874	+	61	NA	TTS (ENSMUST00000212312.1)	-TTS (ENSMUST00000212312.1)	2020	ENSMUST00000110216.1	ENSMUST00000110216	ENSMUST00000110216						NA
H3K9me3_i71_peak_936	chr12	5055980	5056367	+	61	NA	Intergenic	Intergenic	11275	ENSMUST00000219035.1	ENSMUST00000219035	ENSMUST00000219035						NA
H3K9me3_i71_peak_2166	chr17	33346969	33347371	+	61	NA	intron (ENSMUST00000235063.1, intron 1 of 4)	-intron (ENSMUST00000054072.8, intron 1 of 3)	11698	ENSMUST00000235063.1	ENSMUST00000235063	ENSMUST00000235063						NA
H3K9me3_i71_peak_1068	chr12	20898298	20898617	+	61	NA	TTS (ENSMUST00000079237.6)	-TTS (ENSMUST00000079237.6)	-1819	ENSMUST00000084451.5	ENSMUST00000084451	ENSMUST00000084451						NA
H3K9me3_i71_peak_5001	chr9	22199487	22199899	+	61	NA	TTS (ENSMUST00000217301.1)	-TTS (ENSMUST00000217301.1)	2626	ENSMUST00000091508.4	ENSMUST00000091508	ENSMUST00000091508						NA
H3K9me3_i71_peak_3066	chr3	34513794	34514149	+	61	NA	intron (ENSMUST00000196243.4, intron 3 of 3)	-intron (ENSMUST00000196058.4, intron 3 of 4)	-31764	ENSMUST00000188411.1	ENSMUST00000188411	ENSMUST00000188411						NA
H3K9me3_i71_peak_2421	chr18	36888954	36889293	+	61	NA	Intergenic	Intergenic	-31273	ENSMUST00000180647.1	ENSMUST00000180647	ENSMUST00000180647						NA
H3K9me3_i71_peak_967	chr12	17926253	17926648	+	61	NA	TTS (ENSMUST00000169657.1)	-TTS (ENSMUST00000169657.1)	2156	ENSMUST00000169657.1	ENSMUST00000169657	ENSMUST00000169657						NA
H3K9me3_i71_peak_223	chr1	125599675	125600090	+	61	NA	Intergenic	Intergenic	15369	ENSMUST00000189443.1	ENSMUST00000189443	ENSMUST00000189443						NA
H3K9me3_i71_peak_3602	chr5	23697299	23697739	+	61	NA	TTS (ENSMUST00000198331.1)	-TTS (ENSMUST00000198331.1)	1757	ENSMUST00000198331.1	ENSMUST00000198331	ENSMUST00000198331						NA
H3K9me3_i71_peak_3874	chr5	110130084	110130304	+	61	NA	TTS (ENSMUST00000112528.7)	-TTS (ENSMUST00000112528.7)	-5648	ENSMUST00000200038.1	ENSMUST00000200038	ENSMUST00000200038						NA
H3K9me3_i71_peak_1852	chr16	21053523	21054047	+	61	NA	Intergenic	Intergenic	9309	ENSMUST00000232295.1	ENSMUST00000232295	ENSMUST00000232295						NA
H3K9me3_i71_peak_3165	chr3	106252881	106253253	+	60	NA	Intergenic	Intergenic	-22133	ENSMUST00000197160.1	ENSMUST00000197160	ENSMUST00000197160						NA
H3K9me3_i71_peak_2358	chr18	6421212	6422117	+	60	NA	Intergenic	Intergenic	20230	ENSMUST00000124926.2	ENSMUST00000124926	ENSMUST00000124926						NA
H3K9me3_i71_peak_4530	chr7	59211235	59211552	+	60	NA	Intergenic	Intergenic	-7591	ENSMUST00000207190.1	ENSMUST00000207190	ENSMUST00000207190						NA
H3K9me3_i71_peak_4206	chr7	12491428	12492793	+	60	NA	intron (ENSMUST00000209403.1, intron 3 of 3)	-intron (ENSMUST00000098822.9, intron 6 of 6)	2597	ENSMUST00000133515.1	ENSMUST00000133515	ENSMUST00000133515						NA
H3K9me3_i71_peak_2953	chr2	170819630	170820076	+	60	NA	intron (ENSMUST00000029075.4, intron 2 of 7)	-intron (ENSMUST00000029075.4, intron 2 of 7)	88046	ENSMUST00000029075.4	ENSMUST00000029075	ENSMUST00000029075						NA
H3K9me3_i71_peak_3779	chr5	108990997	108991262	+	60	NA	exon (ENSMUST00000079163.4, exon 6 of 6)	-exon (ENSMUST00000079163.4, exon 6 of 6)	15398	ENSMUST00000232815.1	ENSMUST00000232815	ENSMUST00000232815						NA
H3K9me3_i71_peak_4294	chr7	26496546	26497323	+	60	NA	Intergenic	Intergenic	-34250	ENSMUST00000180343.1	ENSMUST00000180343	ENSMUST00000180343						NA
H3K9me3_i71_peak_1756	chr15	75323820	75325359	+	60	NA	Intergenic	Intergenic	2139	ENSMUST00000188280.1	ENSMUST00000188280	ENSMUST00000188280						NA
H3K9me3_i71_peak_1891	chr16	91144119	91144435	+	60	NA	intron (ENSMUST00000231396.1, intron 1 of 2)	-intron (ENSMUST00000231396.1, intron 1 of 2)	-8801	ENSMUST00000232284.1	ENSMUST00000232284	ENSMUST00000232284						NA
H3K9me3_i71_peak_5098	chr9	96096210	96097478	+	60	NA	Intergenic	Intergenic	-22518	ENSMUST00000085217.11	ENSMUST00000085217	ENSMUST00000085217						NA
H3K9me3_i71_peak_1472	chr13	68719723	68720099	+	60	NA	intron (ENSMUST00000022013.7, intron 12 of 24)	-intron (ENSMUST00000022013.7, intron 12 of 24)	-90169	ENSMUST00000182703.1	ENSMUST00000182703	ENSMUST00000182703						NA
H3K9me3_i71_peak_2314-2	chr17	85410029	85412386	+	60	NA	intron (ENSMUST00000095188.6, intron 7 of 10)	-intron (ENSMUST00000095188.6, intron 7 of 10)	-87426	ENSMUST00000181130.1	ENSMUST00000181130	ENSMUST00000181130						NA
H3K9me3_i71_peak_5093	chr9	92932789	92933465	+	60	NA	Intergenic	Intergenic	37295	ENSMUST00000187280.1	ENSMUST00000187280	ENSMUST00000187280						NA
H3K9me3_i71_peak_5021	chr9	26201831	26202045	+	60	NA	Intergenic	Intergenic	166720	ENSMUST00000217552.1	ENSMUST00000217552	ENSMUST00000217552						NA
H3K9me3_i71_peak_4225	chr7	12839937	12840639	+	60	NA	intron (ENSMUST00000168247.1, intron 3 of 6)	-intron (ENSMUST00000004614.14, intron 4 of 7)	3997	ENSMUST00000137718.2	ENSMUST00000137718	ENSMUST00000137718						NA
H3K9me3_i71_peak_2382	chr18	11294389	11294610	+	60	NA	Intergenic	Intergenic	235452	ENSMUST00000234971.1	ENSMUST00000234971	ENSMUST00000234971						NA
H3K9me3_i71_peak_4448	chr7	42577882	42578427	+	60	NA	promoter-TSS (ENSMUST00000205970.1)	-promoter-TSS (ENSMUST00000205970.1)	81	ENSMUST00000205970.1	ENSMUST00000205970	ENSMUST00000205970						NA
H3K9me3_i71_peak_344	chr1	189542398	189542853	+	60	NA	Intergenic	Intergenic	97609	ENSMUST00000192679.1	ENSMUST00000192679	ENSMUST00000192679						NA
H3K9me3_i71_peak_1990	chr17	17250108	17251090	+	60	NA	intron (ENSMUST00000231355.1, intron 1 of 3)	-intron (ENSMUST00000231355.1, intron 1 of 3)	-11751	ENSMUST00000231376.1	ENSMUST00000231376	ENSMUST00000231376						NA
H3K9me3_i71_peak_1859	chr16	36235146	36235564	+	60	NA	TTS (ENSMUST00000099936.1)	-TTS (ENSMUST00000099936.1)	342	ENSMUST00000099936.1	ENSMUST00000099936	ENSMUST00000099936						NA
H3K9me3_i71_peak_4707	chr8	57390006	57390598	+	60	NA	Intergenic	Intergenic	-12802	ENSMUST00000211592.1	ENSMUST00000211592	ENSMUST00000211592						NA
H3K9me3_i71_peak_2314	chr17	85410029	85412386	+	60	NA	intron (ENSMUST00000095188.6, intron 7 of 10)	-intron (ENSMUST00000095188.6, intron 7 of 10)	-87426	ENSMUST00000181130.1	ENSMUST00000181130	ENSMUST00000181130						NA
H3K9me3_i71_peak_4733	chr8	69303607	69304022	+	59	NA	TTS (ENSMUST00000078257.6)	-TTS (ENSMUST00000078257.6)	3038	ENSMUST00000078257.6	ENSMUST00000078257	ENSMUST00000078257						NA
H3K9me3_i71_peak_3123	chr3	85394853	85395537	+	59	NA	intron (ENSMUST00000154148.7, intron 3 of 9)	-intron (ENSMUST00000154148.7, intron 3 of 9)	32933	ENSMUST00000200057.1	ENSMUST00000200057	ENSMUST00000200057						NA
H3K9me3_i71_peak_1711	chr15	33575823	33576130	+	59	NA	intron (ENSMUST00000228916.1, intron 8 of 8)	-intron (ENSMUST00000042167.9, intron 7 of 7)	13760	ENSMUST00000157437.1	ENSMUST00000157437	ENSMUST00000157437						NA
H3K9me3_i71_peak_4986	chr9	20347509	20349011	+	59	NA	exon (ENSMUST00000068079.13, exon 7 of 7)	-exon (ENSMUST00000068079.13, exon 7 of 7)	7386	ENSMUST00000214965.1	ENSMUST00000214965	ENSMUST00000214965						NA
H3K9me3_i71_peak_920	chr11	121857266	121857799	+	59	NA	intron (ENSMUST00000117328.1, intron 2 of 3)	-intron (ENSMUST00000117328.1, intron 2 of 3)	759	ENSMUST00000117328.1	ENSMUST00000117328	ENSMUST00000117328						NA
H3K9me3_i71_peak_2105	chr17	22725688	22726814	+	59	NA	Intergenic	Intergenic	-8712	ENSMUST00000183060.1	ENSMUST00000183060	ENSMUST00000183060						NA
H3K9me3_i71_peak_2313	chr17	85408892	85409390	+	59	NA	intron (ENSMUST00000095188.6, intron 7 of 10)	-intron (ENSMUST00000095188.6, intron 7 of 10)	-89492	ENSMUST00000181130.1	ENSMUST00000181130	ENSMUST00000181130						NA
H3K9me3_i71_peak_892	chr11	113964451	113970889	+	59	NA	intron (ENSMUST00000155651.1, intron 1 of 11)	-intron (ENSMUST00000041627.13, intron 1 of 44)	98305	ENSMUST00000141943.1	ENSMUST00000141943	ENSMUST00000141943						NA
H3K9me3_i71_peak_777-2	chr11	50870168	50872182	+	59	NA	Intergenic	Intergenic	14351	ENSMUST00000126890.1	ENSMUST00000126890	ENSMUST00000126890						NA
H3K9me3_i71_peak_4317	chr7	29216716	29217790	+	59	NA	Intergenic	Intergenic	-3218	ENSMUST00000164653.7	ENSMUST00000164653	ENSMUST00000164653						NA
H3K9me3_i71_peak_777	chr11	50870168	50872182	+	59	NA	Intergenic	Intergenic	14351	ENSMUST00000126890.1	ENSMUST00000126890	ENSMUST00000126890						NA
H3K9me3_i71_peak_2448	chr18	36988671	36989471	+	59	NA	exon (ENSMUST00000194501.1, exon 2 of 2)	-exon (ENSMUST00000194501.1, exon 2 of 2)	-3300	ENSMUST00000194038.1	ENSMUST00000194038	ENSMUST00000194038						NA
H3K9me3_i71_peak_4214	chr7	12764727	12765167	+	59	NA	Intergenic	Intergenic	4239	ENSMUST00000209215.1	ENSMUST00000209215	ENSMUST00000209215						NA
H3K9me3_i71_peak_1373	chr13	65245709	65246220	+	59	NA	intron (ENSMUST00000209344.2, intron 1 of 3)	-intron (ENSMUST00000209344.2, intron 1 of 3)	-2097	ENSMUST00000222171.1	ENSMUST00000222171	ENSMUST00000222171						NA
H3K9me3_i71_peak_3446	chr4	147181338	147181641	+	59	NA	TTS (ENSMUST00000084149.9)	-TTS (ENSMUST00000084149.9)	-6219	ENSMUST00000118508.2	ENSMUST00000118508	ENSMUST00000118508						NA
H3K9me3_i71_peak_3323	chr4	113376916	113377170	+	59	NA	intron (ENSMUST00000119615.1, intron 2 of 5)	-intron (ENSMUST00000119615.1, intron 2 of 5)	8856	ENSMUST00000119615.1	ENSMUST00000119615	ENSMUST00000119615						NA
H3K9me3_i71_peak_577	chr10	82377444	82377901	+	59	NA	promoter-TSS (ENSMUST00000165906.1)	-promoter-TSS (ENSMUST00000165906.1)	-921	ENSMUST00000165906.1	ENSMUST00000165906	ENSMUST00000165906						NA
